Date,Close
2016-09-13,156.91000366210938
2016-09-14,157.05999755859375
2016-09-15,158.8300018310547
2016-09-16,159.9199981689453
2016-09-19,159.72000122070312
2016-09-20,159.6199951171875
2016-09-21,160.58999633789062
2016-09-22,161.8699951171875
2016-09-23,161.33999633789062
2016-09-26,160.02000427246094
2016-09-27,162.33999633789062
2016-09-28,162.25999450683594
2016-09-29,161.9600067138672
2016-09-30,163.80999755859375
2016-10-03,163.72999572753906
2016-10-04,162.17999267578125
2016-10-05,162.5800018310547
2016-10-06,161.1999969482422
2016-10-07,163.27000427246094
2016-10-10,164.44000244140625
2016-10-11,161.77000427246094
2016-10-12,161.05999755859375
2016-10-13,161.00999450683594
2016-10-14,161.3300018310547
2016-10-17,161.38999938964844
2016-10-18,162.3300018310547
2016-10-19,163.10000610351562
2016-10-20,164.52999877929688
2016-10-21,163.07000732421875
2016-10-24,162.88999938964844
2016-10-25,160.3699951171875
2016-10-26,156.49000549316406
2016-10-27,157.5500030517578
2016-10-28,157.64999389648438
2016-10-31,158.0800018310547
2016-11-01,155.52000427246094
2016-11-02,165.63999938964844
2016-11-03,164.52999877929688
2016-11-04,164.74000549316406
2016-11-07,168.5800018310547
2016-11-08,172.0399932861328
2016-11-09,170.85000610351562
2016-11-10,169.35000610351562
2016-11-11,166.6999969482422
2016-11-14,169.3000030517578
2016-11-15,172.9600067138672
2016-11-16,172.0800018310547
2016-11-17,173.75999450683594
2016-11-18,170.92999267578125
2016-11-21,172.8300018310547
2016-11-22,171.58999633789062
2016-11-23,172.1199951171875
2016-11-25,172.75999450683594
2016-11-28,171.17999267578125
2016-11-29,174.27999877929688
2016-11-30,173.5
2016-12-01,174.57000732421875
2016-12-02,177.38999938964844
2016-12-05,177.8000030517578
2016-12-06,178.7100067138672
2016-12-07,176.75999450683594
2016-12-08,178.8699951171875
2016-12-09,179.36000061035156
2016-12-12,179.42999267578125
2016-12-13,180.88999938964844
2016-12-14,179.2100067138672
2016-12-15,181.0800018310547
2016-12-16,180.7100067138672
2016-12-19,179.89999389648438
2016-12-20,180.27000427246094
2016-12-21,181.82000732421875
2016-12-22,182.57000732421875
2016-12-23,183.42999267578125
2016-12-27,183.36000061035156
2016-12-28,183.4600067138672
2016-12-29,183.22999572753906
2016-12-30,182.27999877929688
2017-01-03,182.91000366210938
2017-01-04,185.32000732421875
2017-01-05,185.92999267578125
2017-01-06,187.50999450683594
2017-01-09,188.3800048828125
2017-01-10,188.47999572753906
2017-01-11,187.1699981689453
2017-01-12,186.41000366210938
2017-01-13,188.4600067138672
2017-01-17,187.9600067138672
2017-01-18,187.8699951171875
2017-01-19,187.42999267578125
2017-01-20,186.91000366210938
2017-01-23,185.72999572753906
2017-01-24,185.10000610351562
2017-01-25,187.1999969482422
2017-01-26,188.00999450683594
2017-01-27,186.5
2017-01-30,186.61000061035156
2017-01-31,190.0800018310547
2017-02-01,189.6300048828125
2017-02-02,189.30999755859375
2017-02-03,191.10000610351562
2017-02-06,191.44000244140625
2017-02-07,189.7100067138672
2017-02-08,189.2899932861328
2017-02-09,190.8800048828125
2017-02-10,190.30999755859375
2017-02-13,189.1699981689453
2017-02-14,191.75
2017-02-15,192.2100067138672
2017-02-16,191.85000610351562
2017-02-17,193.27000427246094
2017-02-21,192.05999755859375
2017-02-22,191.6699981689453
2017-02-23,192.0
2017-02-24,191.9199981689453
2017-02-27,196.8300018310547
2017-02-28,194.63999938964844
2017-03-01,196.02000427246094
2017-03-02,195.41000366210938
2017-03-03,198.02000427246094
2017-03-06,195.0800018310547
2017-03-07,195.5
2017-03-08,196.1300048828125
2017-03-09,195.7100067138672
2017-03-10,197.25
2017-03-13,197.61000061035156
2017-03-14,201.92999267578125
2017-03-15,207.8300018310547
2017-03-16,200.9600067138672
2017-03-17,197.30999755859375
2017-03-20,196.0
2017-03-21,195.69000244140625
2017-03-22,199.02000427246094
2017-03-23,200.19000244140625
2017-03-24,200.41000366210938
2017-03-27,199.63999938964844
2017-03-28,200.1300048828125
2017-03-29,198.5500030517578
2017-03-30,199.25
2017-03-31,199.33999633789062
2017-04-03,201.47999572753906
2017-04-04,201.8699951171875
2017-04-05,199.47000122070312
2017-04-06,201.02000427246094
2017-04-07,202.55999755859375
2017-04-10,202.3300018310547
2017-04-11,202.7100067138672
2017-04-12,202.60000610351562
2017-04-13,202.72999572753906
2017-04-17,203.8699951171875
2017-04-18,205.22000122070312
2017-04-19,210.27000427246094
2017-04-20,211.10000610351562
2017-04-21,211.58999633789062
2017-04-24,213.4499969482422
2017-04-25,213.13999938964844
2017-04-26,214.9199981689453
2017-04-27,217.77999877929688
2017-04-28,218.25999450683594
2017-05-01,220.00999450683594
2017-05-02,220.60000610351562
2017-05-03,219.97999572753906
2017-05-04,220.77000427246094
2017-05-05,218.13999938964844
2017-05-08,217.85000610351562
2017-05-09,223.1199951171875
2017-05-10,223.0
2017-05-11,221.13999938964844
2017-05-12,220.50999450683594
2017-05-15,222.32000732421875
2017-05-16,223.2899932861328
2017-05-17,219.5399932861328
2017-05-18,221.61000061035156
2017-05-19,219.22000122070312
2017-05-22,219.14999389648438
2017-05-23,219.36000061035156
2017-05-24,218.9499969482422
2017-05-25,221.41000366210938
2017-05-26,220.97999572753906
2017-05-30,221.7100067138672
2017-05-31,223.47999572753906
2017-06-01,225.0500030517578
2017-06-02,228.35000610351562
2017-06-05,227.5800018310547
2017-06-06,226.35000610351562
2017-06-07,228.77999877929688
2017-06-08,229.25999450683594
2017-06-09,227.30999755859375
2017-06-12,221.72999572753906
2017-06-13,222.6300048828125
2017-06-14,220.61000061035156
2017-06-15,220.3699951171875
2017-06-16,220.61000061035156
2017-06-19,225.02999877929688
2017-06-20,223.6699981689453
2017-06-21,226.11000061035156
2017-06-22,223.35000610351562
2017-06-23,222.5
2017-06-26,221.44000244140625
2017-06-27,218.22999572753906
2017-06-28,226.41000366210938
2017-06-29,224.16000366210938
2017-06-30,226.30999755859375
2017-07-03,227.17999267578125
2017-07-05,231.69000244140625
2017-07-06,225.49000549316406
2017-07-07,229.0
2017-07-10,225.58999633789062
2017-07-11,225.7899932861328
2017-07-12,226.94000244140625
2017-07-13,231.64999389648438
2017-07-14,231.3699951171875
2017-07-17,232.00999450683594
2017-07-18,233.52999877929688
2017-07-19,236.0
2017-07-20,233.83999633789062
2017-07-21,231.58999633789062
2017-07-24,235.13999938964844
2017-07-25,235.4199981689453
2017-07-26,238.9499969482422
2017-07-27,237.72000122070312
2017-07-28,236.36000061035156
2017-07-31,235.6300048828125
2017-08-01,237.7100067138672
2017-08-02,238.60000610351562
2017-08-03,242.27999877929688
2017-08-04,227.30999755859375
2017-08-07,223.8000030517578
2017-08-08,220.99000549316406
2017-08-09,218.94000244140625
2017-08-10,215.0
2017-08-11,215.88999938964844
2017-08-14,220.0
2017-08-15,216.27999877929688
2017-08-16,217.02999877929688
2017-08-17,212.39999389648438
2017-08-18,212.42999267578125
2017-08-21,212.27000427246094
2017-08-22,220.36000061035156
2017-08-23,217.77000427246094
2017-08-24,216.58999633789062
2017-08-25,215.83999633789062
2017-08-28,216.92999267578125
2017-08-29,216.75999450683594
2017-08-30,217.83999633789062
2017-08-31,217.82000732421875
2017-09-01,219.02999877929688
2017-09-05,215.97999572753906
2017-09-06,216.67999267578125
2017-09-07,215.44000244140625
2017-09-08,218.4199981689453
2017-09-11,218.86000061035156
2017-09-12,218.0399932861328
2017-09-13,220.47000122070312
2017-09-14,224.3699951171875
2017-09-15,227.91000366210938
2017-09-18,229.58999633789062
2017-09-19,230.35000610351562
2017-09-20,233.14999389648438
2017-09-21,230.88999938964844
2017-09-22,228.67999267578125
2017-09-25,225.3699951171875
2017-09-26,223.0
2017-09-27,224.44000244140625
2017-09-28,222.3800048828125
2017-09-29,222.22000122070312
2017-10-02,222.8300018310547
2017-10-03,223.97000122070312
2017-10-04,225.3699951171875
2017-10-05,223.27000427246094
2017-10-06,226.25999450683594
2017-10-09,224.66000366210938
2017-10-10,222.6699981689453
2017-10-11,223.77000427246094
2017-10-12,223.88999938964844
2017-10-13,223.11000061035156
2017-10-16,222.9600067138672
2017-10-17,218.94000244140625
2017-10-18,218.2100067138672
2017-10-19,219.0399932861328
2017-10-20,221.94000244140625
2017-10-23,223.57000732421875
2017-10-24,221.97000122070312
2017-10-25,222.22000122070312
2017-10-26,220.6300048828125
2017-10-27,222.11000061035156
2017-10-30,219.00999450683594
2017-10-31,219.7899932861328
2017-11-01,217.86000061035156
2017-11-02,216.94000244140625
2017-11-03,261.4200134277344
2017-11-06,259.82000732421875
2017-11-07,262.2200012207031
2017-11-08,266.30999755859375
2017-11-09,267.2699890136719
2017-11-10,258.19000244140625
2017-11-13,254.42999267578125
2017-11-14,253.22000122070312
2017-11-15,254.13999938964844
2017-11-16,256.260009765625
2017-11-17,255.49000549316406
2017-11-20,255.2899932861328
2017-11-21,255.67999267578125
2017-11-22,258.69000244140625
2017-11-24,262.1400146484375
2017-11-27,261.4700012207031
2017-11-28,263.29998779296875
2017-11-29,269.5799865722656
2017-11-30,271.29998779296875
2017-12-01,268.79998779296875
2017-12-04,257.489990234375
2017-12-05,253.8000030517578
2017-12-06,253.6300048828125
2017-12-07,254.97000122070312
2017-12-08,255.0800018310547
2017-12-11,253.17999267578125
2017-12-12,253.35000610351562
2017-12-13,251.7100067138672
2017-12-14,249.72000122070312
2017-12-15,251.94000244140625
2017-12-18,249.24000549316406
2017-12-19,247.16000366210938
2017-12-20,245.2899932861328
2017-12-21,245.0399932861328
2017-12-22,244.19000244140625
2017-12-26,242.0399932861328
2017-12-27,240.36000061035156
2017-12-28,239.30999755859375
2017-12-29,238.6699981689453
2018-01-02,241.4199981689453
2018-01-03,250.47000122070312
2018-01-04,248.49000549316406
2018-01-05,249.0500030517578
2018-01-08,251.0
2018-01-09,256.1199951171875
2018-01-10,249.8000030517578
2018-01-11,251.2100067138672
2018-01-12,248.3699951171875
2018-01-16,249.11000061035156
2018-01-17,252.63999938964844
2018-01-18,252.5
2018-01-19,254.5399932861328
2018-01-22,254.64999389648438
2018-01-23,254.8300018310547
2018-01-24,254.41000366210938
2018-01-25,259.1099853515625
2018-01-26,261.8900146484375
2018-01-29,263.4100036621094
2018-01-30,259.20001220703125
2018-01-31,258.5299987792969
2018-02-01,258.75
2018-02-02,254.33999633789062
2018-02-05,247.22999572753906
2018-02-06,246.47000122070312
2018-02-07,243.75999450683594
2018-02-08,233.97000122070312
2018-02-09,236.72000122070312
2018-02-12,239.69000244140625
2018-02-13,237.36000061035156
2018-02-14,247.91000366210938
2018-02-15,246.8300018310547
2018-02-16,249.0399932861328
2018-02-20,251.1199951171875
2018-02-21,245.6199951171875
2018-02-22,248.0800018310547
2018-02-23,254.30999755859375
2018-02-26,257.8500061035156
2018-02-27,254.0
2018-02-28,270.0400085449219
2018-03-01,264.82000732421875
2018-03-02,263.0400085449219
2018-03-05,259.9800109863281
2018-03-06,262.3399963378906
2018-03-07,265.6300048828125
2018-03-08,265.8399963378906
2018-03-09,274.1099853515625
2018-03-12,273.8399963378906
2018-03-13,270.94000244140625
2018-03-14,269.3999938964844
2018-03-15,268.5799865722656
2018-03-16,263.0
2018-03-19,262.2699890136719
2018-03-20,262.6400146484375
2018-03-21,260.9100036621094
2018-03-22,252.69000244140625
2018-03-23,247.05999755859375
2018-03-26,253.5
2018-03-27,249.5800018310547
2018-03-28,247.6199951171875
2018-03-29,250.0800018310547
2018-04-02,247.3800048828125
2018-04-03,249.11000061035156
2018-04-04,250.52000427246094
2018-04-05,247.47000122070312
2018-04-06,244.10000610351562
2018-04-09,244.8000030517578
2018-04-10,250.02000427246094
2018-04-11,247.44000244140625
2018-04-12,250.47999572753906
2018-04-13,247.05999755859375
2018-04-16,262.1300048828125
2018-04-17,264.67999267578125
2018-04-18,264.19000244140625
2018-04-19,262.260009765625
2018-04-20,260.67999267578125
2018-04-23,261.4800109863281
2018-04-24,258.92999267578125
2018-04-25,258.8500061035156
2018-04-26,259.4800109863281
2018-04-27,259.5
2018-04-30,253.7100067138672
2018-05-01,253.25
2018-05-02,252.58999633789062
2018-05-03,250.8300018310547
2018-05-04,252.82000732421875
2018-05-07,254.75
2018-05-08,253.69000244140625
2018-05-09,275.95001220703125
2018-05-10,278.82000732421875
2018-05-11,284.9800109863281
2018-05-14,286.8999938964844
2018-05-15,284.0400085449219
2018-05-16,291.7099914550781
2018-05-17,286.82000732421875
2018-05-18,291.6600036621094
2018-05-21,292.2799987792969
2018-05-22,289.3599853515625
2018-05-23,288.9100036621094
2018-05-24,289.05999755859375
2018-05-25,287.92999267578125
2018-05-29,286.05999755859375
2018-05-30,290.8900146484375
2018-05-31,287.1300048828125
2018-06-01,290.6400146484375
2018-06-04,292.8800048828125
2018-06-05,291.2200012207031
2018-06-06,297.4700012207031
2018-06-07,297.0
2018-06-08,299.5899963378906
2018-06-11,301.0
2018-06-12,300.7900085449219
2018-06-13,301.05999755859375
2018-06-14,303.70001220703125
2018-06-15,303.8800048828125
2018-06-18,301.4599914550781
2018-06-19,299.8699951171875
2018-06-20,296.760009765625
2018-06-21,299.8399963378906
2018-06-22,298.32000732421875
2018-06-25,289.6199951171875
2018-06-26,290.4100036621094
2018-06-27,284.4599914550781
2018-06-28,288.260009765625
2018-06-29,288.5400085449219
2018-07-02,289.2799987792969
2018-07-03,292.8999938964844
2018-07-05,294.94000244140625
2018-07-06,297.9200134277344
2018-07-09,303.07000732421875
2018-07-10,302.95001220703125
2018-07-11,299.4700012207031
2018-07-12,302.2699890136719
2018-07-13,303.95001220703125
2018-07-16,300.5199890136719
2018-07-17,302.6199951171875
2018-07-18,303.5
2018-07-19,306.3900146484375
2018-07-20,305.44000244140625
2018-07-23,308.1199951171875
2018-07-24,307.989990234375
2018-07-25,311.7900085449219
2018-07-26,313.6099853515625
2018-07-27,307.44000244140625
2018-07-30,304.1400146484375
2018-07-31,306.6499938964844
2018-08-01,311.7300109863281
2018-08-02,311.7200012207031
2018-08-03,312.17999267578125
2018-08-06,315.45001220703125
2018-08-07,308.9700012207031
2018-08-08,316.3999938964844
2018-08-09,318.1099853515625
2018-08-10,319.79998779296875
2018-08-13,322.92999267578125
2018-08-14,325.0299987792969
2018-08-15,320.1199951171875
2018-08-16,317.8800048828125
2018-08-17,316.55999755859375
2018-08-20,315.3299865722656
2018-08-21,318.6199951171875
2018-08-22,321.32000732421875
2018-08-23,317.04998779296875
2018-08-24,318.760009765625
2018-08-27,324.760009765625
2018-08-28,324.6600036621094
2018-08-29,324.5799865722656
2018-08-30,325.7799987792969
2018-08-31,325.29998779296875
2018-09-04,326.1499938964844
2018-09-05,315.5
2018-09-06,316.7699890136719
2018-09-07,313.739990234375
2018-09-10,308.0
2018-09-11,308.3699951171875
2018-09-12,305.7300109863281
2018-09-13,307.54998779296875
2018-09-14,309.1099853515625
2018-09-17,295.9599914550781
2018-09-18,298.54998779296875
2018-09-19,298.4700012207031
2018-09-20,301.0299987792969
2018-09-21,298.489990234375
2018-09-24,308.9700012207031
2018-09-25,310.4100036621094
2018-09-26,308.1499938964844
2018-09-27,312.3399963378906
2018-09-28,312.989990234375
2018-10-01,309.0
2018-10-02,304.3500061035156
2018-10-03,306.19000244140625
2018-10-04,300.6099853515625
2018-10-05,298.2900085449219
2018-10-08,291.42999267578125
2018-10-09,289.82000732421875
2018-10-10,281.82000732421875
2018-10-11,275.30999755859375
2018-10-12,281.67999267578125
2018-10-15,277.7799987792969
2018-10-16,289.30999755859375
2018-10-17,287.69000244140625
2018-10-18,284.4200134277344
2018-10-19,280.9599914550781
2018-10-22,278.4800109863281
2018-10-23,276.3500061035156
2018-10-24,267.2799987792969
2018-10-25,270.7300109863281
2018-10-26,268.7900085449219
2018-10-29,265.9200134277344
2018-10-30,269.5
2018-10-31,272.8500061035156
2018-11-01,275.3399963378906
2018-11-02,269.7699890136719
2018-11-05,276.239990234375
2018-11-06,278.8800048828125
2018-11-07,283.1700134277344
2018-11-08,283.20001220703125
2018-11-09,276.4200134277344
2018-11-12,269.8800048828125
2018-11-13,268.8299865722656
2018-11-14,268.2799987792969
2018-11-15,273.2200012207031
2018-11-16,276.1700134277344
2018-11-19,268.3900146484375
2018-11-20,264.7799987792969
2018-11-21,269.1600036621094
2018-11-23,273.0400085449219
2018-11-26,272.5899963378906
2018-11-27,269.9800109863281
2018-11-28,274.75
2018-11-29,275.32000732421875
2018-11-30,274.4599914550781
2018-12-03,277.45001220703125
2018-12-04,266.3999938964844
2018-12-06,262.9800109863281
2018-12-07,256.2300109863281
2018-12-10,251.6999969482422
2018-12-11,252.05999755859375
2018-12-12,254.25
2018-12-13,250.27999877929688
2018-12-14,247.82000732421875
2018-12-17,243.02000427246094
2018-12-18,239.9499969482422
2018-12-19,234.92999267578125
2018-12-20,231.0399932861328
2018-12-21,225.4499969482422
2018-12-24,220.10000610351562
2018-12-26,227.42999267578125
2018-12-27,229.8800048828125
2018-12-28,229.66000366210938
2018-12-31,232.22000122070312
2019-01-02,228.0800018310547
2019-01-03,224.3000030517578
2019-01-04,226.27999877929688
2019-01-07,233.6699981689453
2019-01-08,235.52999877929688
2019-01-09,237.3699951171875
2019-01-10,240.8699951171875
2019-01-11,241.4199981689453
2019-01-14,236.3699951171875
2019-01-15,237.89999389648438
2019-01-16,236.55999755859375
2019-01-17,237.83999633789062
2019-01-18,239.64999389648438
2019-01-22,235.52000427246094
2019-01-23,237.08999633789062
2019-01-24,237.07000732421875
2019-01-25,240.30999755859375
2019-01-28,238.07000732421875
2019-01-29,239.3000030517578
2019-01-30,244.97999572753906
2019-01-31,249.8699951171875
2019-02-01,251.1199951171875
2019-02-04,250.6999969482422
2019-02-05,250.14999389648438
2019-02-06,252.6999969482422
2019-02-07,248.02999877929688
2019-02-08,248.85000610351562
2019-02-11,252.92999267578125
2019-02-12,258.1000061035156
2019-02-13,261.7900085449219
2019-02-14,261.4200134277344
2019-02-15,270.3399963378906
2019-02-19,270.05999755859375
2019-02-20,272.739990234375
2019-02-21,274.3399963378906
2019-02-22,274.260009765625
2019-02-25,275.2200012207031
2019-02-26,272.8699951171875
2019-02-27,273.989990234375
2019-02-28,270.8999938964844
2019-03-01,317.4100036621094
2019-03-04,312.7900085449219
2019-03-05,312.32000732421875
2019-03-06,308.7300109863281
2019-03-07,302.6000061035156
2019-03-08,303.8599853515625
2019-03-11,308.2699890136719
2019-03-12,308.8699951171875
2019-03-13,309.4200134277344
2019-03-14,311.8699951171875
2019-03-15,310.3299865722656
2019-03-18,313.6700134277344
2019-03-19,314.1199951171875
2019-03-20,310.7200012207031
2019-03-21,315.57000732421875
2019-03-22,305.5899963378906
2019-03-25,307.19000244140625
2019-03-26,307.69000244140625
2019-03-27,302.4200134277344
2019-03-28,303.75
2019-03-29,305.67999267578125
2019-04-01,307.3999938964844
2019-04-02,309.1400146484375
2019-04-03,305.8800048828125
2019-04-04,305.79998779296875
2019-04-05,308.6099853515625
2019-04-08,309.8399963378906
2019-04-09,305.9200134277344
2019-04-10,307.6000061035156
2019-04-11,305.9800109863281
2019-04-12,308.5299987792969
2019-04-15,306.739990234375
2019-04-16,301.44000244140625
2019-04-17,291.8299865722656
2019-04-18,294.1300048828125
2019-04-22,293.489990234375
2019-04-23,295.1400146484375
2019-04-24,293.7799987792969
2019-04-25,298.8999938964844
2019-04-26,301.79998779296875
2019-04-29,299.239990234375
2019-04-30,300.92999267578125
2019-05-01,297.0799865722656
2019-05-02,302.20001220703125
2019-05-03,308.3599853515625
2019-05-06,306.29998779296875
2019-05-07,297.69000244140625
2019-05-08,296.510009765625
2019-05-09,309.2799987792969
2019-05-10,311.1000061035156
2019-05-13,296.2799987792969
2019-05-14,291.9700012207031
2019-05-15,294.3500061035156
2019-05-16,299.260009765625
2019-05-17,296.7200012207031
2019-05-20,292.8399963378906
2019-05-21,294.3500061035156
2019-05-22,295.3500061035156
2019-05-23,293.9599914550781
2019-05-24,293.3699951171875
2019-05-28,289.1199951171875
2019-05-29,288.0799865722656
2019-05-30,287.25
2019-05-31,286.92999267578125
2019-06-03,288.239990234375
2019-06-04,291.79998779296875
2019-06-05,287.70001220703125
2019-06-06,287.8699951171875
2019-06-07,289.95001220703125
2019-06-10,291.6199951171875
2019-06-11,296.1400146484375
2019-06-12,297.30999755859375
2019-06-13,298.739990234375
2019-06-14,298.42999267578125
2019-06-17,302.2099914550781
2019-06-18,307.2099914550781
2019-06-19,307.92999267578125
2019-06-20,309.07000732421875
2019-06-21,304.57000732421875
2019-06-24,301.0
2019-06-25,301.4700012207031
2019-06-26,303.0199890136719
2019-06-27,306.79998779296875
2019-06-28,312.5899963378906
2019-07-01,315.29998779296875
2019-07-02,314.6600036621094
2019-07-03,319.1700134277344
2019-07-05,313.3299865722656
2019-07-08,309.30999755859375
2019-07-09,305.04998779296875
2019-07-10,304.54998779296875
2019-07-11,310.4100036621094
2019-07-12,309.2300109863281
2019-07-15,312.3500061035156
2019-07-16,309.3900146484375
2019-07-17,308.5299987792969
2019-07-18,310.05999755859375
2019-07-19,315.17999267578125
2019-07-22,311.6199951171875
2019-07-23,316.1199951171875
2019-07-24,323.4800109863281
2019-07-25,319.6700134277344
2019-07-26,324.3800048828125
2019-07-29,320.94000244140625
2019-07-30,320.8900146484375
2019-07-31,314.8999938964844
2019-08-01,310.3699951171875
2019-08-02,336.0
2019-08-05,318.79998779296875
2019-08-06,320.80999755859375
2019-08-07,320.3500061035156
2019-08-08,331.6600036621094
2019-08-09,325.4599914550781
2019-08-12,319.2699890136719
2019-08-13,326.25
2019-08-14,315.8299865722656
2019-08-15,319.1300048828125
2019-08-16,327.5
2019-08-19,330.95001220703125
2019-08-20,340.4800109863281
2019-08-21,344.20001220703125
2019-08-22,341.95001220703125
2019-08-23,332.6700134277344
2019-08-26,335.25
2019-08-27,334.70001220703125
2019-08-28,335.1099853515625
2019-08-29,337.30999755859375
2019-08-30,337.7099914550781
2019-09-03,333.3399963378906
2019-09-04,335.20001220703125
